subject activity timedomainBodyAccelerometer-mean-X timedomainBodyAccelerometer-mean-Y timedomainBodyAccelerometer-mean-Z timedomainBodyAccelerometer-standarddeviation-X timedomainBodyAccelerometer-standarddeviation-Y timedomainBodyAccelerometer-standarddeviation-Z timedomainGravityAccelerometer-mean-X timedomainGravityAccelerometer-mean-Y timedomainGravityAccelerometer-mean-Z timedomainGravityAccelerometer-standarddeviation-X timedomainGravityAccelerometer-standarddeviation-Y timedomainGravityAccelerometer-standarddeviation-Z timedomainBodyAccelerometerJerk-mean-X timedomainBodyAccelerometerJerk-mean-Y timedomainBodyAccelerometerJerk-mean-Z timedomainBodyAccelerometerJerk-standarddeviation-X timedomainBodyAccelerometerJerk-standarddeviation-Y timedomainBodyAccelerometerJerk-standarddeviation-Z timedomainBodyGyroscope-mean-X timedomainBodyGyroscope-mean-Y timedomainBodyGyroscope-mean-Z timedomainBodyGyroscope-standarddeviation-X timedomainBodyGyroscope-standarddeviation-Y timedomainBodyGyroscope-standarddeviation-Z timedomainBodyGyroscopeJerk-mean-X timedomainBodyGyroscopeJerk-mean-Y timedomainBodyGyroscopeJerk-mean-Z timedomainBodyGyroscopeJerk-standarddeviation-X timedomainBodyGyroscopeJerk-standarddeviation-Y timedomainBodyGyroscopeJerk-standarddeviation-Z timedomainBodyAccelerometerMagnitude-mean timedomainBodyAccelerometerMagnitude-standarddeviation timedomainGravityAccelerometerMagnitude-mean timedomainGravityAccelerometerMagnitude-standarddeviation timedomainBodyAccelerometerJerkMagnitude-mean timedomainBodyAccelerometerJerkMagnitude-standarddeviation timedomainBodyGyroscopeMagnitude-mean timedomainBodyGyroscopeMagnitude-standarddeviation timedomainBodyGyroscopeJerkMagnitude-mean timedomainBodyGyroscopeJerkMagnitude-standarddeviation frequencydomainBodyAccelerometer-mean-X frequencydomainBodyAccelerometer-mean-Y frequencydomainBodyAccelerometer-mean-Z frequencydomainBodyAccelerometer-standarddeviation-X frequencydomainBodyAccelerometer-standarddeviation-Y frequencydomainBodyAccelerometer-standarddeviation-Z frequencydomainBodyAccelerometer-meanFrequency-X frequencydomainBodyAccelerometer-meanFrequency-Y frequencydomainBodyAccelerometer-meanFrequency-Z frequencydomainBodyAccelerometerJerk-mean-X frequencydomainBodyAccelerometerJerk-mean-Y frequencydomainBodyAccelerometerJerk-mean-Z frequencydomainBodyAccelerometerJerk-standarddeviation-X frequencydomainBodyAccelerometerJerk-standarddeviation-Y frequencydomainBodyAccelerometerJerk-standarddeviation-Z frequencydomainBodyAccelerometerJerk-meanFrequency-X frequencydomainBodyAccelerometerJerk-meanFrequency-Y frequencydomainBodyAccelerometerJerk-meanFrequency-Z frequencydomainBodyGyroscope-mean-X frequencydomainBodyGyroscope-mean-Y frequencydomainBodyGyroscope-mean-Z frequencydomainBodyGyroscope-standarddeviation-X frequencydomainBodyGyroscope-standarddeviation-Y frequencydomainBodyGyroscope-standarddeviation-Z frequencydomainBodyGyroscope-meanFrequency-X frequencydomainBodyGyroscope-meanFrequency-Y frequencydomainBodyGyroscope-meanFrequency-Z frequencydomainBodyAccelerometerMagnitude-mean frequencydomainBodyAccelerometerMagnitude-standarddeviation frequencydomainBodyAccelerometerMagnitude-meanFrequency frequencydomainBodyAccelerometerJerkMagnitude-mean frequencydomainBodyAccelerometerJerkMagnitude-standarddeviation frequencydomainBodyAccelerometerJerkMagnitude-meanFrequency frequencydomainBodyGyroscopeMagnitude-mean frequencydomainBodyGyroscopeMagnitude-standarddeviation frequencydomainBodyGyroscopeMagnitude-meanFrequency frequencydomainBodyGyroscopeJerkMagnitude-mean frequencydomainBodyGyroscopeJerkMagnitude-standarddeviation frequencydomainBodyGyroscopeJerkMagnitude-meanFrequency
1 WALKING 0.277330758736842 -0.0173838185273684 -0.111148103547368 -0.283740258842105 0.114461336747368 -0.260027902210526 0.0423675045611579 -0.207548374494737 0.113093646103158 0.0497265196172632 -0.345909744388421 -0.334959369631579 -0.971305961473684 -0.894922415578947 -0.741789973263158 -0.682127079052632 -0.648427953263158 -0.947717226105263 -0.992509253368421 -0.915448924210526 -0.944771973052632 -0.876076047157895 -0.865699984947368 -0.298046152968421 0.0670025007684211 -0.285106208994737 0.00454140276694737 -0.573057930947368 -0.737627317789474 -0.502699788526316 0.558824234526316 -0.386237143210526 -0.275509653578947 0.184132860646632 -0.790448037789474 -0.847381563052632 -0.473535485894737 -0.0546077686594737 -0.662361542842105 -0.468043160526316 -0.652947204631579 -0.76919291431579 -0.338246326894737 -0.725683527894737 -0.554350900526316 -0.797722592842105 -0.308382465378947 0.332334579789474 -0.22510897658 -0.681643663894737 0.555892297894737 0.718857937684211 0.541351634842105 -0.371929823421053 -0.752462247052632 -0.952108524105263 -0.263323326876842 0.336007482421053 -0.297425837894737 -0.185622917873684 -0.819137398631579 -0.527724792526316 -0.850909514421053 -0.845111029368421 -0.914399710631579 -0.78983286 -0.103569163157895 -0.361842899578947 -0.331267768884211 0.917751016210526 -0.339229991263158 -0.679440849789474 -0.202794306326316 -0.319134719578947 -0.82564102568421 -0.381601911789474 -0.2889014748 -0.527252513894737 0.190663448793684
1 WALKING_UPSTAIRS 0.255461689622641 -0.0239531492643396 -0.0973020020943396 -0.35470802509434 -0.00232026501698113 -0.0194792388471698 -0.00647454334471698 -0.418735000377359 -0.160697213516981 -0.520114793584906 0.18169210454717 -0.524400431509434 -0.952849233207547 -0.946906186415094 -0.785268259433962 -0.889633877169811 -0.403319593584906 -0.912379410377358 -1 -0.98084875754717 -0.98321603245283 -0.961826089245283 -0.965017288867924 -0.643691341509434 -0.378274426037736 -0.583564006037736 -0.488773794150943 -0.758435826981132 -0.855511307169811 -0.706593530943396 0.384077484716981 -0.509495531698113 -0.368465654622642 0.0995651989830189 -0.921466603962264 -0.953693061698113 -0.544871104528302 0.00410518379811321 -0.866527347169811 -0.409868342316981 -0.874492648301887 -0.929077242264151 -0.774621821509434 -0.895807454150943 -0.487343305283019 -0.877488347358491 -0.510063359433962 0.419752388113208 -0.181171540084906 -0.923245585849057 0.404000750943396 0.558727580188679 0.400569147169811 -0.857861635471698 -0.918359249245283 -0.894028115283019 -0.394792928113208 0.280431049773585 -0.388241179056604 -0.289771882150943 -0.935950792264151 -0.438225674528302 -0.967914789811321 -0.901164080377359 -0.968203466037736 -0.874785848301887 -0.436331842264151 -0.664196540943396 -0.657827676603774 0.839574388679245 -0.233187689358491 -0.826960040320755 -0.404321784150943 -0.337428188679245 -0.878084183018868 -0.693930521509434 -0.263666692396226 -0.361913121698113 0.114277342454717
1 WALKING_DOWNSTAIRS 0.289188320408163 -0.00991850461020408 -0.107566190908163 0.0300353383483878 -0.0319359434489796 -0.230434213204082 0.169733414920408 -0.307395198687755 0.0632200839346939 0.294322700810612 0.00494329206326531 -0.394878584122449 -0.937018658979592 -0.795444869387755 -0.463357205102041 -0.489060926122449 -0.660396967142857 -0.895939695102041 -0.980412705714286 -0.805101292857143 -0.862032036326531 -0.751561959183674 -0.789690503673469 -0.571349235306122 -0.101601390640816 -0.287578217040816 -0.339690981387755 -0.460147911428571 -0.708681209795918 -0.345735032326531 0.589913235714286 -0.33758970122449 -0.214663319263265 0.180086395102041 -0.679390858489796 -0.830135325306122 -0.458030542938775 -0.126349194938775 -0.687767608979592 -0.466480526326531 -0.682500570408163 -0.830723954489796 -0.56065619755102 -0.717049541836735 -0.608174815918367 -0.638991910816327 -0.0566325422573469 0.134957722257143 -0.0655912690408163 -0.862223288163265 0.53348314755102 0.787875890204082 0.619933948979592 -0.919727890959184 -0.699535150204082 -0.85766973877551 -0.0233813369693878 0.291522625081633 -0.100138189163265 0.0705248087877551 -0.754532222857143 -0.621406520408163 -0.73726915122449 -0.724628784081633 -0.896320798367347 -0.621849786122449 -0.0813218861428571 -0.371624305102041 -0.281520139204082 0.889672614285714 -0.488992853489796 -0.568420868285714 0.0382291831510204 0.0243308391387755 -0.726844582653061 -0.391919876612245 -0.262405445789796 -0.0991868746434694 0.190000706165102
1 SITTING 0.261237565425532 -0.00130828765170213 -0.104544182255319 -0.977229008297872 -0.922618641914894 -0.93958629106383 -0.521304053 -0.0495135975489362 0.0759460768510638 0.238829870148936 -0.270834728851064 0.152455853085106 -0.935517055957447 -0.999132599787234 -0.99831475787234 -0.999224578510638 -0.979586740212766 -0.949040933191489 -0.626438336276596 -0.99939998106383 -0.998903638723404 -0.997688669148936 -0.99574844787234 -0.530311369553191 -0.981371965319149 -0.98953561 -0.98509634787234 -0.98886249787234 -0.989690072978723 -0.987910804468085 -0.751153931957447 0.0475437839595745 0.204948970659574 0.0562369905893617 -0.999525658297872 -0.999706922978723 -0.977211283191489 -0.966473895319149 -0.999210299574468 -0.875423871702128 -0.999248370425532 -0.999739065319149 -0.999120911276596 -0.999539361702128 -0.993674270212766 -0.980552700851064 0.0163262484893617 0.00860147084468085 0.0414537995310638 -0.999681249787234 -0.801088654234043 -0.742072763829787 -0.683496449404255 -0.896453900489362 -0.999625362340426 -0.998047482340426 0.0893863920955319 0.189731728453192 -0.931385653829787 -0.942435142340426 -0.999552301489362 -0.99362478 -0.999898455957447 -0.992824993404255 -0.99753459 -0.992958364042553 -0.984247571276596 -0.98872534787234 -0.9894196 -0.709487679 -0.922727528723404 -0.951930517659574 -0.979641238723404 -0.976412313191489 -0.96508456106383 -0.987049617234043 -0.951707238510638 -0.977321919574468 0.184775928085106
1 STANDING 0.278917629056604 -0.0161375901037736 -0.110601817735849 -0.995759901509434 -0.973190056415094 -0.979775876981132 -0.589450454150943 0.0865153619088679 0.117478948718868 0.244858585792453 -0.496340033396226 0.297424408301887 -0.981225957924528 -0.999953801320755 -0.999960836792453 -0.999903241320755 -0.998363767169811 -0.976324063584906 -0.852190776283019 -0.999826126792453 -0.999764903962264 -0.999544029622642 -0.999490641698113 -0.383272814760377 -0.98564873245283 -0.996142467735849 -0.989317848490566 -0.99222877245283 -0.995837950943396 -0.992251177358491 -0.783512508490566 0.0391618954943396 0.167049309315094 0.0292854446962264 -0.999897777924528 -0.999923146981132 -0.987191946603774 -0.98773444 -0.999589781886792 -0.873775728490566 -0.999569798490566 -0.999758260566038 -0.999766992075472 -0.999719128301887 -0.999293653584906 -0.998156302075472 0.0571235067245283 -0.0932882937641509 0.11282949209434 -0.999938457169811 -0.747306979811321 -0.768998813584906 -0.776066702075472 -0.918238993773585 -0.999967483207547 -0.999842860188679 0.103432557849057 0.0427901228924528 -0.982814583962264 -0.982402999811321 -0.999750086037736 -0.999787013207547 -0.999963523584906 -0.999491270754717 -0.999477463773585 -0.999455610566038 -0.991706276603774 -0.995280235660377 -0.994211750566038 -0.716392151132075 -0.977074645660377 -0.986122480566038 -0.995249932641509 -0.99602834509434 -0.943880019811321 -0.994671123207547 -0.98321947754717 -0.996408658867925 0.334498734301887
1 LAYING 0.22159824394 -0.0405139534294 -0.11320355358 -0.9280564692 -0.83682740562 -0.826061401628 -0.40198004578 -0.158792670508 0.097534841586 0.08943765522 -0.06580089814 0.042987845004 -0.90772000676 -0.9967166142 -0.9896065986 -0.9939360786 -0.9132222358 -0.85236629022 -0.580145994642 -0.9979330042 -0.9949394678 -0.9870911118 -0.9819112932 -0.5936727904 -0.9241492736 -0.9752260554 -0.9468109744 -0.965661218 -0.9844682058 -0.9548551108 -0.608123046707 0.024513618956 0.15042130422 0.032813815882 -0.997390545 -0.9977339956 -0.87354386782 -0.9510904402 -0.9846655826 -0.78018166656 -0.9749225354 -0.9746596916 -0.9854256262 -0.9846370168 -0.9943597816 -0.9758361052 -0.05703821757 0.041213169668 -0.006613402284 -0.981718048 -0.5229729321 -0.61498296742 -0.54914389772 -0.8759999994 -0.9972689102 -0.968166132 0.011832115666 0.167292818432 -0.81016936098 -0.82747922 -0.9967256638 -0.9946328362 -0.9984167536 -0.9880327224 -0.9929034812 -0.9864204228 -0.9314562136 -0.9481355368 -0.9338483356 -0.45580727442 -0.84448103364 -0.89432758868 -0.9390990524 -0.9244374346 -0.9487179492 -0.9326606676 -0.851919211 -0.9234351032 0.17648590708
2 WALKING 0.276426586440678 -0.0185949199145763 -0.105500357966102 -0.423642838474576 -0.0780912533118644 -0.425257524915254 0.151969087845763 -0.14579548970339 0.198586466508475 0.0688995208186441 -0.259373319576271 -0.245924085925424 -0.972116879661017 -0.913953232372881 -0.836712560338983 -0.673696625254237 -0.712208329491525 -0.972072847627119 -0.432806084220339 -0.952936305254237 -0.959608059661017 -0.912958478813559 -0.927007838644068 -0.399804294050847 -0.0166022362847458 -0.456781540677966 -0.171063784584746 -0.640314319152542 -0.766186334576271 -0.586090418983051 0.593436953220339 -0.263574018186441 -0.229256741542373 0.361271111491525 -0.817239077288136 -0.883122246271186 -0.561550255762712 -0.53845366779661 -0.710513266101695 -0.489339145932203 -0.696912997966102 -0.841788712881356 -0.50557995779661 -0.58610356 -0.891455958135593 -0.872791841525424 -0.275890869744068 0.327210590881356 -0.220281159511864 -0.804026626101695 0.528886155932203 0.518737996949153 0.476374591016949 -0.920903951694915 -0.92643328220339 -0.933872651186441 -0.216952011240678 0.273798939067797 -0.494211893728814 -0.295146615084746 -0.952511382372881 -0.889837095254237 -0.946913254745763 -0.908310338305085 -0.929188463220339 -0.873070090508475 -0.196557223220339 -0.580948398983051 -0.590580568305085 0.852667008983051 -0.717745187966102 -0.814935204576271 -0.346048161016949 -0.457651383728814 -0.530638850847458 -0.558104554745763 -0.418065093559322 -0.577267177288136 0.126344614439492
2 WALKING_UPSTAIRS 0.247164790395833 -0.0214121132045833 -0.152513899520833 -0.304376406458333 0.108027279889583 -0.112121021220833 0.109249252012708 -0.281748011416667 -0.0618894458958333 -0.236589092316958 -0.00869801639891667 -0.21012421055625 -0.92376745375 -0.930949912708333 -0.756581025625 -0.65548249125 -0.339489912083333 -0.878004056875 -0.587532171214583 -0.958079713958333 -0.942656223541667 -0.893582171875 -0.893711365 -0.610237150895833 -0.185648954220833 -0.536903513125 -0.428137093375 -0.670586721041667 -0.735091403958333 -0.5737463525 0.475026623333333 -0.287688885375 -0.176612915852083 0.150059424854167 -0.756090170208333 -0.881198474375 -0.439253058958333 -0.466298336666667 -0.679286779583333 -0.370203249183333 -0.672308895895833 -0.845024976458333 -0.670769231041667 -0.685732447916667 -0.846950573541667 -0.6257058816875 -0.12273565158125 0.127205150810417 -0.0762511061458333 -0.851332280416667 0.58049497125 0.58557647875 0.529875751666667 -0.916666665208333 -0.933182760416667 -0.853185719583333 -0.07243523754375 0.2409500275 -0.361505067708333 -0.0600265865333333 -0.942887247916667 -0.848412839375 -0.945931572916667 -0.648652295416667 -0.932848775 -0.628462754229167 -0.133949956829167 -0.629021841875 -0.616397637916667 0.840109443958333 -0.494465541625 -0.815760564583333 -0.266720933270833 -0.320582414375 -0.8856837625 -0.621820202916667 -0.16005133040625 -0.390632564375 0.0467433991041667
2 WALKING_DOWNSTAIRS 0.27761534806383 -0.0226614158361702 -0.116812942382979 0.0463666814446808 0.262881788951064 -0.10283790806383 0.235278775404255 -0.273711609659574 0.0119309606468085 0.0903678546504255 -0.12627041293617 -0.236356612991489 -0.940068525531915 -0.81074772893617 -0.446749572978723 -0.353677691276596 -0.363831626829787 -0.931438313191489 -0.466614094510638 -0.886103894255319 -0.858973831914894 -0.778395435319149 -0.79951742212766 -0.511788068297872 0.126828014557447 -0.213770938293617 -0.179778251617021 -0.474345693617021 -0.656291816085106 -0.340122023191489 0.53569328 -0.357514501744681 -0.214201394817021 0.124949350040426 -0.486338536106383 -0.683002922829787 -0.320789230008511 -0.415739144893617 -0.4759058409 -0.33817757808766 -0.471360726823404 -0.738722676382979 -0.302078761651064 -0.56674534212766 -0.813696616382979 -0.737647797021277 -0.0680379443744681 0.141657522326383 -0.0192961649297872 -0.689982421276596 0.681540866808511 0.688180978085106 0.657433981914894 -0.889361701914894 -0.842204052765957 -0.796446990425532 -0.0533051921234043 0.275897560319149 0.00163716701340425 0.301383105659574 -0.86661460893617 -0.828319236170213 -0.874761644893617 -0.851902418297872 -0.851019153617021 -0.759261478297872 0.0936409753978723 -0.402210274542553 -0.340174989935745 0.856179182340426 -0.432653783702128 -0.715452774468085 0.112841160325532 0.0161046198595745 -0.91489361787234 -0.343698985425532 -0.104119033501702 -0.148315250325532 -0.0512479640553192
2 SITTING 0.27708735173913 -0.0156879937282609 -0.109218272456522 -0.986822279565217 -0.950704499130435 -0.95982817173913 -0.415597585869565 0.08519282071 0.150193956163043 0.0960646759586957 -0.390666548173913 0.274764831152174 -0.956750273043478 -0.999107425434783 -0.999346054565217 -0.999456984782609 -0.992640843913044 -0.954415873043478 -0.522695788478261 -0.999531492608696 -0.99933459173913 -0.998510241086957 -0.997360998913043 -0.410140565108696 -0.977983955434783 -0.991905091521739 -0.98413207326087 -0.98896804 -0.992381729782609 -0.98751821173913 -0.710148867173913 0.0262448647134783 0.16389686558913 0.00155968536956522 -0.999678335869565 -0.999789701304348 -0.985742027826087 -0.978919526956522 -0.999229337391304 -0.884830284782609 -0.999228367826087 -0.999343901956522 -0.99957122826087 -0.999389953043478 -0.998982567608696 -0.983760029565217 -0.14258400858587 0.0873041402782609 -0.00407347057173913 -0.999869458695652 -0.719561551521739 -0.628413328695652 -0.614750262391304 -0.88840579673913 -0.999913321304348 -0.999749203695652 -0.0686005071304348 0.135024290436957 -0.958719576521739 -0.956137428478261 -0.99974776826087 -0.999606557826087 -0.99992735173913 -0.99824626326087 -0.997924680434783 -0.998201445217391 -0.98179540173913 -0.990721259130435 -0.989208586521739 -0.55203836326087 -0.959105490434783 -0.971784830434783 -0.985803840652174 -0.98736209 -0.967670011521739 -0.989632908913043 -0.96636502673913 -0.988135425217391 0.1947221493
